,coefficients,replicate,pval,treatment_site
sitePW...2517,NA,360,NA,sitePW
treatment20C:siteCI5...2518,NA,360,NA,treatment20C:siteCI5
treatment20C:siteDB...2519,NA,360,NA,treatment20C:siteDB
treatment20C:sitePW...2520,NA,360,NA,treatment20C:sitePW
treatment20C...2521,-0.517565387,361,8.59E-103,treatment20C
siteCI5...2522,NA,361,NA,siteCI5
siteDB...2523,NA,361,NA,siteDB
sitePW...2524,NA,361,NA,sitePW
treatment20C:siteCI5...2525,NA,361,NA,treatment20C:siteCI5
treatment20C:siteDB...2526,NA,361,NA,treatment20C:siteDB
treatment20C:sitePW...2527,NA,361,NA,treatment20C:sitePW
treatment20C...2528,-0.557168878,362,3.15E-104,treatment20C
siteCI5...2529,NA,362,NA,siteCI5
siteDB...2530,NA,362,NA,siteDB
sitePW...2531,NA,362,NA,sitePW
treatment20C:siteCI5...2532,NA,362,NA,treatment20C:siteCI5
treatment20C:siteDB...2533,NA,362,NA,treatment20C:siteDB
treatment20C:sitePW...2534,NA,362,NA,treatment20C:sitePW
treatment20C...2535,-0.45456374,363,9.92E-83,treatment20C
siteCI5...2536,NA,363,NA,siteCI5
siteDB...2537,NA,363,NA,siteDB
sitePW...2538,NA,363,NA,sitePW
treatment20C:siteCI5...2539,NA,363,NA,treatment20C:siteCI5
treatment20C:siteDB...2540,NA,363,NA,treatment20C:siteDB
treatment20C:sitePW...2541,NA,363,NA,treatment20C:sitePW
treatment20C...2542,-0.440394373,364,6.24E-79,treatment20C
siteCI5...2543,NA,364,NA,siteCI5
siteDB...2544,NA,364,NA,siteDB
sitePW...2545,NA,364,NA,sitePW
treatment20C:siteCI5...2546,NA,364,NA,treatment20C:siteCI5
treatment20C:siteDB...2547,NA,364,NA,treatment20C:siteDB
treatment20C:sitePW...2548,NA,364,NA,treatment20C:sitePW
treatment20C...2549,-0.319155666,365,3.10E-39,treatment20C
siteCI5...2550,NA,365,NA,siteCI5
siteDB...2551,NA,365,NA,siteDB
sitePW...2552,NA,365,NA,sitePW
treatment20C:siteCI5...2553,NA,365,NA,treatment20C:siteCI5
treatment20C:siteDB...2554,NA,365,NA,treatment20C:siteDB
treatment20C:sitePW...2555,NA,365,NA,treatment20C:sitePW
treatment20C...2556,-0.343848995,366,7.67E-45,treatment20C
siteCI5...2557,NA,366,NA,siteCI5
siteDB...2558,NA,366,NA,siteDB
sitePW...2559,NA,366,NA,sitePW
treatment20C:siteCI5...2560,NA,366,NA,treatment20C:siteCI5
treatment20C:siteDB...2561,NA,366,NA,treatment20C:siteDB
treatment20C:sitePW...2562,NA,366,NA,treatment20C:sitePW
treatment20C...2563,-0.572653911,367,1.84E-131,treatment20C
siteCI5...2564,NA,367,NA,siteCI5
siteDB...2565,NA,367,NA,siteDB
sitePW...2566,NA,367,NA,sitePW
treatment20C:siteCI5...2567,NA,367,NA,treatment20C:siteCI5
treatment20C:siteDB...2568,NA,367,NA,treatment20C:siteDB
treatment20C:sitePW...2569,NA,367,NA,treatment20C:sitePW
treatment20C...2570,-0.384929716,368,7.21E-55,treatment20C
siteCI5...2571,NA,368,NA,siteCI5
siteDB...2572,NA,368,NA,siteDB
sitePW...2573,NA,368,NA,sitePW
treatment20C:siteCI5...2574,NA,368,NA,treatment20C:siteCI5
treatment20C:siteDB...2575,NA,368,NA,treatment20C:siteDB
treatment20C:sitePW...2576,NA,368,NA,treatment20C:sitePW
treatment20C...2577,-0.458280689,369,4.55E-76,treatment20C
siteCI5...2578,NA,369,NA,siteCI5
siteDB...2579,NA,369,NA,siteDB
sitePW...2580,NA,369,NA,sitePW
treatment20C:siteCI5...2581,NA,369,NA,treatment20C:siteCI5
treatment20C:siteDB...2582,NA,369,NA,treatment20C:siteDB
treatment20C:sitePW...2583,NA,369,NA,treatment20C:sitePW
treatment20C...2584,-0.501145938,370,3.64E-96,treatment20C
siteCI5...2585,NA,370,NA,siteCI5
siteDB...2586,NA,370,NA,siteDB
sitePW...2587,NA,370,NA,sitePW
treatment20C:siteCI5...2588,NA,370,NA,treatment20C:siteCI5
treatment20C:siteDB...2589,NA,370,NA,treatment20C:siteDB
treatment20C:sitePW...2590,NA,370,NA,treatment20C:sitePW
treatment20C...2591,-0.501394348,371,1.97E-96,treatment20C
siteCI5...2592,NA,371,NA,siteCI5
siteDB...2593,NA,371,NA,siteDB
sitePW...2594,NA,371,NA,sitePW
treatment20C:siteCI5...2595,NA,371,NA,treatment20C:siteCI5
treatment20C:siteDB...2596,NA,371,NA,treatment20C:siteDB
treatment20C:sitePW...2597,NA,371,NA,treatment20C:sitePW
treatment20C...2598,-0.551691916,372,1.05E-108,treatment20C
siteCI5...2599,NA,372,NA,siteCI5
siteDB...2600,NA,372,NA,siteDB
sitePW...2601,NA,372,NA,sitePW
treatment20C:siteCI5...2602,NA,372,NA,treatment20C:siteCI5
treatment20C:siteDB...2603,NA,372,NA,treatment20C:siteDB
treatment20C:sitePW...2604,NA,372,NA,treatment20C:sitePW
treatment20C...2605,-0.485807609,373,5.53E-84,treatment20C
siteCI5...2606,NA,373,NA,siteCI5
siteDB...2607,NA,373,NA,siteDB
sitePW...2608,NA,373,NA,sitePW
treatment20C:siteCI5...2609,NA,373,NA,treatment20C:siteCI5
treatment20C:siteDB...2610,NA,373,NA,treatment20C:siteDB
treatment20C:sitePW...2611,NA,373,NA,treatment20C:sitePW
treatment20C...2612,-0.641593107,374,2.95E-153,treatment20C
siteCI5...2613,NA,374,NA,siteCI5
siteDB...2614,NA,374,NA,siteDB
sitePW...2615,NA,374,NA,sitePW
treatment20C:siteCI5...2616,NA,374,NA,treatment20C:siteCI5
treatment20C:siteDB...2617,NA,374,NA,treatment20C:siteDB
treatment20C:sitePW...2618,NA,374,NA,treatment20C:sitePW
treatment20C...2619,-0.592468248,375,5.10E-132,treatment20C
siteCI5...2620,NA,375,NA,siteCI5
siteDB...2621,NA,375,NA,siteDB
sitePW...2622,NA,375,NA,sitePW
treatment20C:siteCI5...2623,NA,375,NA,treatment20C:siteCI5
treatment20C:siteDB...2624,NA,375,NA,treatment20C:siteDB
treatment20C:sitePW...2625,NA,375,NA,treatment20C:sitePW
treatment20C...2626,-0.35810402,376,8.09E-49,treatment20C
siteCI5...2627,NA,376,NA,siteCI5
siteDB...2628,NA,376,NA,siteDB
sitePW...2629,NA,376,NA,sitePW
treatment20C:siteCI5...2630,NA,376,NA,treatment20C:siteCI5
treatment20C:siteDB...2631,NA,376,NA,treatment20C:siteDB
treatment20C:sitePW...2632,NA,376,NA,treatment20C:sitePW
treatment20C...2633,-0.546083892,377,1.66E-107,treatment20C
siteCI5...2634,NA,377,NA,siteCI5
siteDB...2635,NA,377,NA,siteDB
sitePW...2636,NA,377,NA,sitePW
treatment20C:siteCI5...2637,NA,377,NA,treatment20C:siteCI5
treatment20C:siteDB...2638,NA,377,NA,treatment20C:siteDB
treatment20C:sitePW...2639,NA,377,NA,treatment20C:sitePW
treatment20C...2640,-0.381032677,378,4.57E-57,treatment20C
siteCI5...2641,NA,378,NA,siteCI5
siteDB...2642,NA,378,NA,siteDB
sitePW...2643,NA,378,NA,sitePW
treatment20C:siteCI5...2644,NA,378,NA,treatment20C:siteCI5
treatment20C:siteDB...2645,NA,378,NA,treatment20C:siteDB
treatment20C:sitePW...2646,NA,378,NA,treatment20C:sitePW
treatment20C...2647,-0.398838183,379,1.09E-61,treatment20C
siteCI5...2648,NA,379,NA,siteCI5
siteDB...2649,NA,379,NA,siteDB
sitePW...2650,NA,379,NA,sitePW
treatment20C:siteCI5...2651,NA,379,NA,treatment20C:siteCI5
treatment20C:siteDB...2652,NA,379,NA,treatment20C:siteDB
treatment20C:sitePW...2653,NA,379,NA,treatment20C:sitePW
treatment20C...2654,-0.426920389,380,4.76E-70,treatment20C
siteCI5...2655,NA,380,NA,siteCI5
siteDB...2656,NA,380,NA,siteDB
sitePW...2657,NA,380,NA,sitePW
treatment20C:siteCI5...2658,NA,380,NA,treatment20C:siteCI5
treatment20C:siteDB...2659,NA,380,NA,treatment20C:siteDB
treatment20C:sitePW...2660,NA,380,NA,treatment20C:sitePW
treatment20C...2661,-0.590401457,381,4.75E-125,treatment20C
siteCI5...2662,NA,381,NA,siteCI5
siteDB...2663,NA,381,NA,siteDB
sitePW...2664,NA,381,NA,sitePW
treatment20C:siteCI5...2665,NA,381,NA,treatment20C:siteCI5
treatment20C:siteDB...2666,NA,381,NA,treatment20C:siteDB
treatment20C:sitePW...2667,NA,381,NA,treatment20C:sitePW
treatment20C...2668,-0.501900245,382,1.86E-90,treatment20C
siteCI5...2669,NA,382,NA,siteCI5
siteDB...2670,NA,382,NA,siteDB
sitePW...2671,NA,382,NA,sitePW
treatment20C:siteCI5...2672,NA,382,NA,treatment20C:siteCI5
treatment20C:siteDB...2673,NA,382,NA,treatment20C:siteDB
treatment20C:sitePW...2674,NA,382,NA,treatment20C:sitePW
treatment20C...2675,-0.268595904,383,6.01E-28,treatment20C
siteCI5...2676,NA,383,NA,siteCI5
siteDB...2677,NA,383,NA,siteDB
sitePW...2678,NA,383,NA,sitePW
treatment20C:siteCI5...2679,NA,383,NA,treatment20C:siteCI5
treatment20C:siteDB...2680,NA,383,NA,treatment20C:siteDB
treatment20C:sitePW...2681,NA,383,NA,treatment20C:sitePW
treatment20C...2682,-0.599357873,384,3.17E-140,treatment20C
siteCI5...2683,NA,384,NA,siteCI5
siteDB...2684,NA,384,NA,siteDB
sitePW...2685,NA,384,NA,sitePW
treatment20C:siteCI5...2686,NA,384,NA,treatment20C:siteCI5
treatment20C:siteDB...2687,NA,384,NA,treatment20C:siteDB
treatment20C:sitePW...2688,NA,384,NA,treatment20C:sitePW
treatment20C...2689,-0.514685575,385,3.60E-111,treatment20C
siteCI5...2690,NA,385,NA,siteCI5
siteDB...2691,NA,385,NA,siteDB
sitePW...2692,NA,385,NA,sitePW
treatment20C:siteCI5...2693,NA,385,NA,treatment20C:siteCI5
treatment20C:siteDB...2694,NA,385,NA,treatment20C:siteDB
treatment20C:sitePW...2695,NA,385,NA,treatment20C:sitePW
treatment20C...2696,-0.394083924,386,2.59E-55,treatment20C
siteCI5...2697,NA,386,NA,siteCI5
siteDB...2698,NA,386,NA,siteDB
sitePW...2699,NA,386,NA,sitePW
treatment20C:siteCI5...2700,NA,386,NA,treatment20C:siteCI5
treatment20C:siteDB...2701,NA,386,NA,treatment20C:siteDB
treatment20C:sitePW...2702,NA,386,NA,treatment20C:sitePW
treatment20C...2703,-0.563920357,387,2.35E-111,treatment20C
siteCI5...2704,NA,387,NA,siteCI5
siteDB...2705,NA,387,NA,siteDB
sitePW...2706,NA,387,NA,sitePW
treatment20C:siteCI5...2707,NA,387,NA,treatment20C:siteCI5
treatment20C:siteDB...2708,NA,387,NA,treatment20C:siteDB
treatment20C:sitePW...2709,NA,387,NA,treatment20C:sitePW
treatment20C...2710,-0.362047256,388,2.28E-48,treatment20C
siteCI5...2711,NA,388,NA,siteCI5
siteDB...2712,NA,388,NA,siteDB
sitePW...2713,NA,388,NA,sitePW
treatment20C:siteCI5...2714,NA,388,NA,treatment20C:siteCI5
treatment20C:siteDB...2715,NA,388,NA,treatment20C:siteDB
treatment20C:sitePW...2716,NA,388,NA,treatment20C:sitePW
treatment20C...2717,-0.518824605,389,9.51E-106,treatment20C
siteCI5...2718,NA,389,NA,siteCI5
siteDB...2719,NA,389,NA,siteDB
sitePW...2720,NA,389,NA,sitePW
treatment20C:siteCI5...2721,NA,389,NA,treatment20C:siteCI5
treatment20C:siteDB...2722,NA,389,NA,treatment20C:siteDB
treatment20C:sitePW...2723,NA,389,NA,treatment20C:sitePW
treatment20C...2724,-0.711158614,390,3.71E-180,treatment20C
siteCI5...2725,NA,390,NA,siteCI5
siteDB...2726,NA,390,NA,siteDB
sitePW...2727,NA,390,NA,sitePW
treatment20C:siteCI5...2728,NA,390,NA,treatment20C:siteCI5
treatment20C:siteDB...2729,NA,390,NA,treatment20C:siteDB
treatment20C:sitePW...2730,NA,390,NA,treatment20C:sitePW
treatment20C...2731,-0.696706433,391,1.03E-183,treatment20C
siteCI5...2732,NA,391,NA,siteCI5
siteDB...2733,NA,391,NA,siteDB
sitePW...2734,NA,391,NA,sitePW
treatment20C:siteCI5...2735,NA,391,NA,treatment20C:siteCI5
treatment20C:siteDB...2736,NA,391,NA,treatment20C:siteDB
treatment20C:sitePW...2737,NA,391,NA,treatment20C:sitePW
treatment20C...2738,-0.398286746,392,2.03E-64,treatment20C
siteCI5...2739,NA,392,NA,siteCI5
siteDB...2740,NA,392,NA,siteDB
sitePW...2741,NA,392,NA,sitePW
treatment20C:siteCI5...2742,NA,392,NA,treatment20C:siteCI5
treatment20C:siteDB...2743,NA,392,NA,treatment20C:siteDB
treatment20C:sitePW...2744,NA,392,NA,treatment20C:sitePW
treatment20C...2745,-0.343161781,393,5.01E-50,treatment20C
siteCI5...2746,NA,393,NA,siteCI5
siteDB...2747,NA,393,NA,siteDB
sitePW...2748,NA,393,NA,sitePW
treatment20C:siteCI5...2749,NA,393,NA,treatment20C:siteCI5
treatment20C:siteDB...2750,NA,393,NA,treatment20C:siteDB
treatment20C:sitePW...2751,NA,393,NA,treatment20C:sitePW
treatment20C...2752,-0.373459381,394,2.10E-56,treatment20C
siteCI5...2753,NA,394,NA,siteCI5
siteDB...2754,NA,394,NA,siteDB
sitePW...2755,NA,394,NA,sitePW
treatment20C:siteCI5...2756,NA,394,NA,treatment20C:siteCI5
treatment20C:siteDB...2757,NA,394,NA,treatment20C:siteDB
treatment20C:sitePW...2758,NA,394,NA,treatment20C:sitePW
treatment20C...2759,-0.361664755,395,1.03E-55,treatment20C
siteCI5...2760,NA,395,NA,siteCI5
siteDB...2761,NA,395,NA,siteDB
sitePW...2762,NA,395,NA,sitePW
treatment20C:siteCI5...2763,NA,395,NA,treatment20C:siteCI5
treatment20C:siteDB...2764,NA,395,NA,treatment20C:siteDB
treatment20C:sitePW...2765,NA,395,NA,treatment20C:sitePW
treatment20C...2766,-0.55172505,396,1.09E-106,treatment20C
siteCI5...2767,NA,396,NA,siteCI5
siteDB...2768,NA,396,NA,siteDB
sitePW...2769,NA,396,NA,sitePW
treatment20C:siteCI5...2770,NA,396,NA,treatment20C:siteCI5
treatment20C:siteDB...2771,NA,396,NA,treatment20C:siteDB
treatment20C:sitePW...2772,NA,396,NA,treatment20C:sitePW
treatment20C...2773,-0.461274338,397,2.56E-85,treatment20C
siteCI5...2774,NA,397,NA,siteCI5
siteDB...2775,NA,397,NA,siteDB
sitePW...2776,NA,397,NA,sitePW
treatment20C:siteCI5...2777,NA,397,NA,treatment20C:siteCI5
treatment20C:siteDB...2778,NA,397,NA,treatment20C:siteDB
treatment20C:sitePW...2779,NA,397,NA,treatment20C:sitePW
treatment20C...2780,-0.436637326,398,5.13E-77,treatment20C
siteCI5...2781,NA,398,NA,siteCI5
siteDB...2782,NA,398,NA,siteDB
sitePW...2783,NA,398,NA,sitePW
treatment20C:siteCI5...2784,NA,398,NA,treatment20C:siteCI5
treatment20C:siteDB...2785,NA,398,NA,treatment20C:siteDB
treatment20C:sitePW...2786,NA,398,NA,treatment20C:sitePW
treatment20C...2787,-0.440811879,399,8.91E-70,treatment20C
siteCI5...2788,NA,399,NA,siteCI5
siteDB...2789,NA,399,NA,siteDB
sitePW...2790,NA,399,NA,sitePW
treatment20C:siteCI5...2791,NA,399,NA,treatment20C:siteCI5
treatment20C:siteDB...2792,NA,399,NA,treatment20C:siteDB
treatment20C:sitePW...2793,NA,399,NA,treatment20C:sitePW
treatment20C...2794,-0.499416066,400,6.47E-94,treatment20C
siteCI5...2795,NA,400,NA,siteCI5
siteDB...2796,NA,400,NA,siteDB
sitePW...2797,NA,400,NA,sitePW
treatment20C:siteCI5...2798,NA,400,NA,treatment20C:siteCI5
treatment20C:siteDB...2799,NA,400,NA,treatment20C:siteDB
treatment20C:sitePW...2800,NA,400,NA,treatment20C:sitePW
treatment20C...2801,-0.557682792,401,5.44E-110,treatment20C
siteCI5...2802,NA,401,NA,siteCI5
siteDB...2803,NA,401,NA,siteDB
sitePW...2804,NA,401,NA,sitePW
treatment20C:siteCI5...2805,NA,401,NA,treatment20C:siteCI5
treatment20C:siteDB...2806,NA,401,NA,treatment20C:siteDB
treatment20C:sitePW...2807,NA,401,NA,treatment20C:sitePW
treatment20C...2808,-0.448093794,402,3.47E-78,treatment20C
siteCI5...2809,NA,402,NA,siteCI5
siteDB...2810,NA,402,NA,siteDB
sitePW...2811,NA,402,NA,sitePW
treatment20C:siteCI5...2812,NA,402,NA,treatment20C:siteCI5
treatment20C:siteDB...2813,NA,402,NA,treatment20C:siteDB
treatment20C:sitePW...2814,NA,402,NA,treatment20C:sitePW
treatment20C...2815,-0.504081451,403,1.00E-99,treatment20C
siteCI5...2816,NA,403,NA,siteCI5
siteDB...2817,NA,403,NA,siteDB
sitePW...2818,NA,403,NA,sitePW
treatment20C:siteCI5...2819,NA,403,NA,treatment20C:siteCI5
treatment20C:siteDB...2820,NA,403,NA,treatment20C:siteDB
treatment20C:sitePW...2821,NA,403,NA,treatment20C:sitePW
treatment20C...2822,-0.419305665,404,3.21E-73,treatment20C
siteCI5...2823,NA,404,NA,siteCI5
siteDB...2824,NA,404,NA,siteDB
sitePW...2825,NA,404,NA,sitePW
treatment20C:siteCI5...2826,NA,404,NA,treatment20C:siteCI5
treatment20C:siteDB...2827,NA,404,NA,treatment20C:siteDB
treatment20C:sitePW...2828,NA,404,NA,treatment20C:sitePW
treatment20C...2829,-0.515281996,405,8.93E-99,treatment20C
siteCI5...2830,NA,405,NA,siteCI5
siteDB...2831,NA,405,NA,siteDB
sitePW...2832,NA,405,NA,sitePW
treatment20C:siteCI5...2833,NA,405,NA,treatment20C:siteCI5
treatment20C:siteDB...2834,NA,405,NA,treatment20C:siteDB
treatment20C:sitePW...2835,NA,405,NA,treatment20C:sitePW
treatment20C...2836,-0.512059738,406,2.13E-99,treatment20C
siteCI5...2837,NA,406,NA,siteCI5
siteDB...2838,NA,406,NA,siteDB
sitePW...2839,NA,406,NA,sitePW
treatment20C:siteCI5...2840,NA,406,NA,treatment20C:siteCI5
treatment20C:siteDB...2841,NA,406,NA,treatment20C:siteDB
treatment20C:sitePW...2842,NA,406,NA,treatment20C:sitePW
treatment20C...2843,-0.453031558,407,1.93E-79,treatment20C
siteCI5...2844,NA,407,NA,siteCI5
siteDB...2845,NA,407,NA,siteDB
sitePW...2846,NA,407,NA,sitePW
treatment20C:siteCI5...2847,NA,407,NA,treatment20C:siteCI5
treatment20C:siteDB...2848,NA,407,NA,treatment20C:siteDB
treatment20C:sitePW...2849,NA,407,NA,treatment20C:sitePW
treatment20C...2850,-0.420962986,408,3.73E-68,treatment20C
siteCI5...2851,NA,408,NA,siteCI5
siteDB...2852,NA,408,NA,siteDB
sitePW...2853,NA,408,NA,sitePW
treatment20C:siteCI5...2854,NA,408,NA,treatment20C:siteCI5
treatment20C:siteDB...2855,NA,408,NA,treatment20C:siteDB
treatment20C:sitePW...2856,NA,408,NA,treatment20C:sitePW
treatment20C...2857,-0.710132918,409,2.18E-167,treatment20C
siteCI5...2858,NA,409,NA,siteCI5
siteDB...2859,NA,409,NA,siteDB
sitePW...2860,NA,409,NA,sitePW
treatment20C:siteCI5...2861,NA,409,NA,treatment20C:siteCI5
treatment20C:siteDB...2862,NA,409,NA,treatment20C:siteDB
treatment20C:sitePW...2863,NA,409,NA,treatment20C:sitePW
treatment20C...2864,-0.593676865,410,6.85E-139,treatment20C
siteCI5...2865,NA,410,NA,siteCI5
siteDB...2866,NA,410,NA,siteDB
sitePW...2867,NA,410,NA,sitePW
treatment20C:siteCI5...2868,NA,410,NA,treatment20C:siteCI5
treatment20C:siteDB...2869,NA,410,NA,treatment20C:siteDB
treatment20C:sitePW...2870,NA,410,NA,treatment20C:sitePW
treatment20C...2871,-0.365340684,411,1.55E-52,treatment20C
siteCI5...2872,NA,411,NA,siteCI5
siteDB...2873,NA,411,NA,siteDB
sitePW...2874,NA,411,NA,sitePW
treatment20C:siteCI5...2875,NA,411,NA,treatment20C:siteCI5
treatment20C:siteDB...2876,NA,411,NA,treatment20C:siteDB
treatment20C:sitePW...2877,NA,411,NA,treatment20C:sitePW
treatment20C...2878,-0.435980968,412,3.38E-71,treatment20C
siteCI5...2879,NA,412,NA,siteCI5
siteDB...2880,NA,412,NA,siteDB
sitePW...2881,NA,412,NA,sitePW
treatment20C:siteCI5...2882,NA,412,NA,treatment20C:siteCI5
treatment20C:siteDB...2883,NA,412,NA,treatment20C:siteDB
treatment20C:sitePW...2884,NA,412,NA,treatment20C:sitePW
treatment20C...2885,-0.38648644,413,1.37E-61,treatment20C
siteCI5...2886,NA,413,NA,siteCI5
siteDB...2887,NA,413,NA,siteDB
sitePW...2888,NA,413,NA,sitePW
treatment20C:siteCI5...2889,NA,413,NA,treatment20C:siteCI5
treatment20C:siteDB...2890,NA,413,NA,treatment20C:siteDB
treatment20C:sitePW...2891,NA,413,NA,treatment20C:sitePW
treatment20C...2892,-0.627489026,414,3.90E-144,treatment20C
siteCI5...2893,NA,414,NA,siteCI5
siteDB...2894,NA,414,NA,siteDB
sitePW...2895,NA,414,NA,sitePW
treatment20C:siteCI5...2896,NA,414,NA,treatment20C:siteCI5
treatment20C:siteDB...2897,NA,414,NA,treatment20C:siteDB
treatment20C:sitePW...2898,NA,414,NA,treatment20C:sitePW
treatment20C...2899,-0.451535191,415,4.11E-72,treatment20C
siteCI5...2900,NA,415,NA,siteCI5
siteDB...2901,NA,415,NA,siteDB
sitePW...2902,NA,415,NA,sitePW
treatment20C:siteCI5...2903,NA,415,NA,treatment20C:siteCI5
treatment20C:siteDB...2904,NA,415,NA,treatment20C:siteDB
treatment20C:sitePW...2905,NA,415,NA,treatment20C:sitePW
treatment20C...2906,-0.400807287,416,6.27E-64,treatment20C
siteCI5...2907,NA,416,NA,siteCI5
siteDB...2908,NA,416,NA,siteDB
sitePW...2909,NA,416,NA,sitePW
treatment20C:siteCI5...2910,NA,416,NA,treatment20C:siteCI5
treatment20C:siteDB...2911,NA,416,NA,treatment20C:siteDB
treatment20C:sitePW...2912,NA,416,NA,treatment20C:sitePW
treatment20C...2913,-0.572306139,417,1.16E-115,treatment20C
siteCI5...2914,NA,417,NA,siteCI5
siteDB...2915,NA,417,NA,siteDB
sitePW...2916,NA,417,NA,sitePW
treatment20C:siteCI5...2917,NA,417,NA,treatment20C:siteCI5
treatment20C:siteDB...2918,NA,417,NA,treatment20C:siteDB
treatment20C:sitePW...2919,NA,417,NA,treatment20C:sitePW
treatment20C...2920,-0.686109096,418,3.88E-176,treatment20C
siteCI5...2921,NA,418,NA,siteCI5
siteDB...2922,NA,418,NA,siteDB
sitePW...2923,NA,418,NA,sitePW
treatment20C:siteCI5...2924,NA,418,NA,treatment20C:siteCI5
treatment20C:siteDB...2925,NA,418,NA,treatment20C:siteDB
treatment20C:sitePW...2926,NA,418,NA,treatment20C:sitePW
treatment20C...2927,-0.522047981,419,3.03E-102,treatment20C
siteCI5...2928,NA,419,NA,siteCI5
siteDB...2929,NA,419,NA,siteDB
sitePW...2930,NA,419,NA,sitePW
treatment20C:siteCI5...2931,NA,419,NA,treatment20C:siteCI5
treatment20C:siteDB...2932,NA,419,NA,treatment20C:siteDB
treatment20C:sitePW...2933,NA,419,NA,treatment20C:sitePW
treatment20C...2934,-0.738526882,420,5.01E-202,treatment20C
siteCI5...2935,NA,420,NA,siteCI5
siteDB...2936,NA,420,NA,siteDB
sitePW...2937,NA,420,NA,sitePW
treatment20C:siteCI5...2938,NA,420,NA,treatment20C:siteCI5
treatment20C:siteDB...2939,NA,420,NA,treatment20C:siteDB
treatment20C:sitePW...2940,NA,420,NA,treatment20C:sitePW
treatment20C...2941,-0.428139107,421,4.39E-78,treatment20C
siteCI5...2942,NA,421,NA,siteCI5
siteDB...2943,NA,421,NA,siteDB
sitePW...2944,NA,421,NA,sitePW
treatment20C:siteCI5...2945,NA,421,NA,treatment20C:siteCI5
treatment20C:siteDB...2946,NA,421,NA,treatment20C:siteDB
treatment20C:sitePW...2947,NA,421,NA,treatment20C:sitePW
treatment20C...2948,-0.584089115,422,1.06E-121,treatment20C
siteCI5...2949,NA,422,NA,siteCI5
siteDB...2950,NA,422,NA,siteDB
sitePW...2951,NA,422,NA,sitePW
treatment20C:siteCI5...2952,NA,422,NA,treatment20C:siteCI5
treatment20C:siteDB...2953,NA,422,NA,treatment20C:siteDB
treatment20C:sitePW...2954,NA,422,NA,treatment20C:sitePW
treatment20C...2955,-0.572396687,423,4.65E-113,treatment20C
siteCI5...2956,NA,423,NA,siteCI5
siteDB...2957,NA,423,NA,siteDB
sitePW...2958,NA,423,NA,sitePW
treatment20C:siteCI5...2959,NA,423,NA,treatment20C:siteCI5
treatment20C:siteDB...2960,NA,423,NA,treatment20C:siteDB
treatment20C:sitePW...2961,NA,423,NA,treatment20C:sitePW
treatment20C...2962,-0.660819691,424,4.75E-156,treatment20C
siteCI5...2963,NA,424,NA,siteCI5
siteDB...2964,NA,424,NA,siteDB
sitePW...2965,NA,424,NA,sitePW
treatment20C:siteCI5...2966,NA,424,NA,treatment20C:siteCI5
treatment20C:siteDB...2967,NA,424,NA,treatment20C:siteDB
treatment20C:sitePW...2968,NA,424,NA,treatment20C:sitePW
treatment20C...2969,-0.439118703,425,6.37E-74,treatment20C
siteCI5...2970,NA,425,NA,siteCI5
siteDB...2971,NA,425,NA,siteDB
sitePW...2972,NA,425,NA,sitePW
treatment20C:siteCI5...2973,NA,425,NA,treatment20C:siteCI5
treatment20C:siteDB...2974,NA,425,NA,treatment20C:siteDB
treatment20C:sitePW...2975,NA,425,NA,treatment20C:sitePW
treatment20C...2976,-0.468107031,426,9.79E-73,treatment20C
siteCI5...2977,NA,426,NA,siteCI5
siteDB...2978,NA,426,NA,siteDB
sitePW...2979,NA,426,NA,sitePW
treatment20C:siteCI5...2980,NA,426,NA,treatment20C:siteCI5
treatment20C:siteDB...2981,NA,426,NA,treatment20C:siteDB
treatment20C:sitePW...2982,NA,426,NA,treatment20C:sitePW
treatment20C...2983,-0.607968249,427,8.53E-135,treatment20C
siteCI5...2984,NA,427,NA,siteCI5
siteDB...2985,NA,427,NA,siteDB
sitePW...2986,NA,427,NA,sitePW
treatment20C:siteCI5...2987,NA,427,NA,treatment20C:siteCI5
treatment20C:siteDB...2988,NA,427,NA,treatment20C:siteDB
treatment20C:sitePW...2989,NA,427,NA,treatment20C:sitePW
treatment20C...2990,-0.480861584,428,4.66E-80,treatment20C
siteCI5...2991,NA,428,NA,siteCI5
siteDB...2992,NA,428,NA,siteDB
sitePW...2993,NA,428,NA,sitePW
treatment20C:siteCI5...2994,NA,428,NA,treatment20C:siteCI5
treatment20C:siteDB...2995,NA,428,NA,treatment20C:siteDB
treatment20C:sitePW...2996,NA,428,NA,treatment20C:sitePW
treatment20C...2997,-0.56225064,429,8.38E-123,treatment20C
siteCI5...2998,NA,429,NA,siteCI5
siteDB...2999,NA,429,NA,siteDB
sitePW...3000,NA,429,NA,sitePW
treatment20C:siteCI5...3001,NA,429,NA,treatment20C:siteCI5
treatment20C:siteDB...3002,NA,429,NA,treatment20C:siteDB
treatment20C:sitePW...3003,NA,429,NA,treatment20C:sitePW
treatment20C...3004,-0.538100381,430,7.00E-112,treatment20C
siteCI5...3005,NA,430,NA,siteCI5
siteDB...3006,NA,430,NA,siteDB
sitePW...3007,NA,430,NA,sitePW
treatment20C:siteCI5...3008,NA,430,NA,treatment20C:siteCI5
treatment20C:siteDB...3009,NA,430,NA,treatment20C:siteDB
treatment20C:sitePW...3010,NA,430,NA,treatment20C:sitePW
treatment20C...3011,-0.614623097,431,1.46E-136,treatment20C
siteCI5...3012,NA,431,NA,siteCI5
